date,reflection,mood,energy,productivity,tags,date_parsed,raw_reflection,cleaned_reflection,tokens,word_count,character_count,sentence_count
2026-02-24,"Struggled to focus on a client presentation today, kept getting pulled into unnecessary meetings. Felt pretty drained after dealing with a client presentation, didn't get much else done. Today was harder than expected.",2,5,4,"work, career, meetings",2026-02-24,"Struggled to focus on a client presentation today, kept getting pulled into unnecessary meetings. Felt pretty drained after dealing with a client presentation, didn't get much else done. Today was harder than expected.","struggled to focus on a client presentation today, kept getting pulled into unnecessary meetings. felt pretty drained after dealing with a client presentation, didn't get much else done. today was harder than expected.","['struggled', 'focus', 'client', 'presentation', 'kept', 'getting', 'pulled', 'into', 'unnecessary', 'meetings', 'pretty', 'drained', 'after', 'dealing', 'client', 'presentation', ""didn't"", 'get', 'much', 'else', 'done', 'harder', 'than', 'expected']",33,218,3
2026-02-25,"Did a light gym workout session, nothing intense, just kept the habit going. Skipped my usual swim today but ate reasonably well. Ready to see what tomorrow brings.",1,3,6,"wellbeing, health",2026-02-25,"Did a light gym workout session, nothing intense, just kept the habit going. Skipped my usual swim today but ate reasonably well. Ready to see what tomorrow brings.","did a light gym workout session, nothing intense, just kept the habit going. skipped my usual swim today but ate reasonably well. ready to see what tomorrow brings.","['light', 'gym', 'workout', 'session', 'nothing', 'intense', 'kept', 'habit', 'going', 'skipped', 'usual', 'swim', 'ate', 'reasonably', 'well', 'ready', 'see', 'what', 'tomorrow', 'brings']",28,164,3
2026-02-26,Struggled a lot with overfitting — statistics is starting to feel overwhelming.,5,2,6,"python, data science, study",2026-02-26,Struggled a lot with overfitting — statistics is starting to feel overwhelming.,struggled a lot with overfitting  statistics is starting to feel overwhelming.,"['struggled', 'lot', 'overfitting', 'statistics', 'starting', 'overwhelming']",12,79,1
2026-02-27,Read through some notes on joins but didn't get much hands-on machine learning practice done.,5,8,7,study,2026-02-27,Read through some notes on joins but didn't get much hands-on machine learning practice done.,read through some notes on joins but didn't get much hands-on machine learning practice done.,"['read', 'through', 'notes', 'joins', ""didn't"", 'get', 'much', 'hands', 'machine', 'learning', 'practice', 'done']",15,93,1
2026-02-28,Did a bit of writing but got distracted halfway through.,5,5,5,reading,2026-02-28,Did a bit of writing but got distracted halfway through.,did a bit of writing but got distracted halfway through.,"['bit', 'writing', 'got', 'distracted', 'halfway', 'through']",10,56,1
2026-03-01,"Looked into travel options for a local market, nothing booked yet. Just an ordinary day overall.",5,8,5,"adventure, weekend",2026-03-01,"Looked into travel options for a local market, nothing booked yet. Just an ordinary day overall.","looked into travel options for a local market, nothing booked yet. just an ordinary day overall.","['looked', 'into', 'travel', 'options', 'local', 'market', 'nothing', 'booked', 'yet', 'ordinary', 'day', 'overall']",16,96,2
2026-03-02,"Took a proper rest day today, slept well and just recharged — much needed. Did absolutely nothing productive today and it felt great, exactly the break I needed.",9,10,10,"relaxation, weekend",2026-03-02,"Took a proper rest day today, slept well and just recharged — much needed. Did absolutely nothing productive today and it felt great, exactly the break I needed.","took a proper rest day today, slept well and just recharged  much needed. did absolutely nothing productive today and it felt great, exactly the break i needed.","['took', 'proper', 'rest', 'day', 'slept', 'well', 'recharged', 'much', 'needed', 'absolutely', 'nothing', 'productive', 'great', 'exactly', 'break', 'needed']",28,161,2
2026-03-03,"Finished the project deadline ahead of schedule today, which felt great going into the weekend.",7,7,8,"work, meetings",2026-03-03,"Finished the project deadline ahead of schedule today, which felt great going into the weekend.","finished the project deadline ahead of schedule today, which felt great going into the weekend.","['finished', 'project', 'deadline', 'ahead', 'schedule', 'which', 'great', 'going', 'into', 'weekend']",15,95,1
2026-03-04,"Good day overall, made solid progress on a few pending tickets and the team meeting went smoothly. Finished a backlog of emails ahead of schedule today, which felt great going into the weekend. Looking forward to more days like this.",7,6,6,"career, work",2026-03-04,"Good day overall, made solid progress on a few pending tickets and the team meeting went smoothly. Finished a backlog of emails ahead of schedule today, which felt great going into the weekend. Looking forward to more days like this.","good day overall, made solid progress on a few pending tickets and the team meeting went smoothly. finished a backlog of emails ahead of schedule today, which felt great going into the weekend. looking forward to more days like this.","['good', 'day', 'overall', 'made', 'solid', 'progress', 'few', 'pending', 'tickets', 'team', 'meeting', 'went', 'smoothly', 'finished', 'backlog', 'emails', 'ahead', 'schedule', 'which', 'great', 'going', 'into', 'weekend', 'looking', 'forward', 'more', 'days', 'like']",40,233,3
2026-03-05,"Couldn't really relax today even though I had the time, mind was too restless. Need to get more rest tonight.",2,4,5,"rest, weekend",2026-03-05,"Couldn't really relax today even though I had the time, mind was too restless. Need to get more rest tonight.","couldn't really relax today even though i had the time, mind was too restless. need to get more rest tonight.","[""couldn't"", 'relax', 'even', 'though', 'time', 'mind', 'too', 'restless', 'need', 'get', 'more', 'rest', 'tonight']",20,109,2
2026-03-06,"Read through some notes on correlation vs causation but didn't get much hands-on statistics practice done. Spent some time reviewing SQL, mostly going over overfitting again.",3,5,5,learning,2026-03-06,"Read through some notes on correlation vs causation but didn't get much hands-on statistics practice done. Spent some time reviewing SQL, mostly going over overfitting again.","read through some notes on correlation vs causation but didn't get much hands-on statistics practice done. spent some time reviewing sql, mostly going over overfitting again.","['read', 'through', 'notes', 'correlation', 'vs', 'causation', ""didn't"", 'get', 'much', 'hands', 'statistics', 'practice', 'done', 'spent', 'time', 'reviewing', 'sql', 'mostly', 'going', 'overfitting']",26,174,2
2026-03-07,Today I spent a few hours learning statistics and finally understood how hypothesis testing works. I made real progress on Python today — overfitting finally clicked after struggling with it for a while. Overall a pretty good day.,8,9,10,"learning, data science",2026-03-07,Today I spent a few hours learning statistics and finally understood how hypothesis testing works. I made real progress on Python today — overfitting finally clicked after struggling with it for a while. Overall a pretty good day.,today i spent a few hours learning statistics and finally understood how hypothesis testing works. i made real progress on python today  overfitting finally clicked after struggling with it for a while. overall a pretty good day.,"['spent', 'few', 'hours', 'learning', 'statistics', 'finally', 'understood', 'how', 'hypothesis', 'testing', 'works', 'made', 'real', 'progress', 'python', 'overfitting', 'finally', 'clicked', 'after', 'struggling', 'while', 'overall', 'pretty', 'good', 'day']",38,230,3
2026-03-08,"Finished a few pending tickets ahead of schedule today, which felt great going into the weekend. Had a really productive day at work — cleared most of my the quarterly report and even helped a coworker with theirs.",8,7,7,productivity,2026-03-08,"Finished a few pending tickets ahead of schedule today, which felt great going into the weekend. Had a really productive day at work — cleared most of my the quarterly report and even helped a coworker with theirs.","finished a few pending tickets ahead of schedule today, which felt great going into the weekend. had a really productive day at work  cleared most of my the quarterly report and even helped a coworker with theirs.","['finished', 'few', 'pending', 'tickets', 'ahead', 'schedule', 'which', 'great', 'going', 'into', 'weekend', 'productive', 'day', 'work', 'cleared', 'most', 'quarterly', 'report', 'even', 'helped', 'coworker', 'theirs']",38,214,2
2026-03-09,I made real progress on SQL today — overfitting finally clicked after struggling with it for a while.,6,8,5,"study, data science",2026-03-09,I made real progress on SQL today — overfitting finally clicked after struggling with it for a while.,i made real progress on sql today  overfitting finally clicked after struggling with it for a while.,"['made', 'real', 'progress', 'sql', 'overfitting', 'finally', 'clicked', 'after', 'struggling', 'while']",18,101,1
